Name,Child Of,Points,Eats,Feet,Inches,Weight,Strength,Hit Points,Dexterity,Will Power,Intelligence,Perception,Health,Fatigue,Damage Resistance,Speed,Basic Lift,Basic Move,Basic Dodge
614,590,7,carnivore,9.000000,0.000000,757.724487,18.000000,24.000000,5.000000,10.000000,9.000000,5.000000,24.000000,10.000000,0.000000,3.000000,64.000000,4.000000,5.000000,
616,590,7,carnivore,9.000000,0.000000,757.724487,18.000000,24.000000,5.000000,10.000000,9.000000,5.000000,24.000000,10.000000,0.000000,3.000000,64.000000,4.000000,5.000000,
607,599,16,herbivore,21.000000,0.000000,23999.984375,13.000000,5.000000,14.000000,5.000000,8.000000,7.000000,5.000000,10.000000,0.000000,4.250000,33.000000,7.000000,10.000000,
609,599,16,herbivore,21.000000,0.000000,23999.984375,13.000000,5.000000,14.000000,5.000000,8.000000,7.000000,5.000000,10.000000,0.000000,4.250000,33.000000,7.000000,10.000000,
611,535,7,herbivore,21.000000,0.000000,23999.984375,11.000000,8.000000,15.000000,6.000000,5.000000,6.000000,8.000000,10.000000,0.000000,5.500000,24.000000,8.000000,11.000000,
613,535,7,herbivore,21.000000,0.000000,23999.984375,11.000000,8.000000,15.000000,6.000000,5.000000,6.000000,8.000000,10.000000,0.000000,5.500000,24.000000,8.000000,11.000000,
615,601,3,herbivore,15.000000,0.000000,6085.061523,14.000000,7.000000,12.000000,8.000000,9.000000,7.000000,7.000000,10.000000,0.000000,4.250000,39.000000,6.000000,9.000000,
617,601,3,herbivore,15.000000,0.000000,6085.061523,14.000000,7.000000,12.000000,8.000000,9.000000,7.000000,7.000000,10.000000,0.000000,4.250000,39.000000,6.000000,9.000000,
618,606,11,carnivore,21.000000,0.000000,23999.984375,18.000000,21.000000,7.000000,7.000000,6.000000,5.000000,21.000000,10.000000,0.000000,2.000000,64.000000,5.000000,8.000000,
620,606,11,carnivore,21.000000,0.000000,23999.984375,18.000000,21.000000,7.000000,7.000000,6.000000,5.000000,21.000000,10.000000,0.000000,2.000000,64.000000,5.000000,8.000000,
622,600,7,carnivore,21.000000,0.000000,23999.984375,18.000000,21.000000,10.000000,5.000000,5.000000,6.000000,21.000000,10.000000,0.000000,3.500000,64.000000,6.000000,9.000000,
624,600,7,carnivore,21.000000,0.000000,23999.984375,18.000000,21.000000,10.000000,5.000000,5.000000,6.000000,21.000000,10.000000,0.000000,3.500000,64.000000,6.000000,9.000000,
626,610,18,carnivore,21.000000,0.000000,23999.984375,20.000000,25.000000,5.000000,7.000000,6.000000,5.000000,25.000000,10.000000,0.000000,3.250000,80.000000,6.000000,9.000000,
628,610,18,carnivore,21.000000,0.000000,23999.984375,20.000000,25.000000,5.000000,7.000000,6.000000,5.000000,25.000000,10.000000,0.000000,3.250000,80.000000,6.000000,9.000000,
619,599,10,herbivore,15.000000,0.000000,6085.061523,13.000000,5.000000,14.000000,5.000000,7.000000,6.000000,5.000000,10.000000,0.000000,4.500000,33.000000,6.000000,9.000000,
621,599,10,herbivore,15.000000,0.000000,6085.061523,13.000000,5.000000,14.000000,5.000000,7.000000,6.000000,5.000000,10.000000,0.000000,4.500000,33.000000,6.000000,9.000000,
623,535,3,herbivore,21.000000,0.000000,23999.984375,11.000000,10.000000,14.000000,8.000000,5.000000,5.000000,10.000000,10.000000,0.000000,5.750000,24.000000,8.000000,11.000000,
625,535,3,herbivore,21.000000,0.000000,23999.984375,11.000000,10.000000,14.000000,8.000000,5.000000,5.000000,10.000000,10.000000,0.000000,5.750000,24.000000,8.000000,11.000000,
627,607,6,herbivore,15.000000,0.000000,6085.061523,12.000000,6.000000,15.000000,5.000000,7.000000,7.000000,6.000000,10.000000,0.000000,4.500000,28.000000,6.000000,9.000000,
629,607,6,herbivore,15.000000,0.000000,6085.061523,12.000000,6.000000,15.000000,5.000000,7.000000,7.000000,6.000000,10.000000,0.000000,4.500000,28.000000,6.000000,9.000000,
630,628,1,carnivore,21.000000,0.000000,23999.984375,21.000000,26.000000,5.000000,7.000000,6.000000,6.000000,26.000000,10.000000,0.000000,3.250000,88.000000,6.000000,9.000000,
632,628,1,carnivore,21.000000,0.000000,23999.984375,21.000000,26.000000,5.000000,7.000000,6.000000,6.000000,26.000000,10.000000,0.000000,3.250000,88.000000,6.000000,9.000000,
634,626,0,carnivore,21.000000,0.000000,23999.984375,19.000000,23.000000,6.000000,8.000000,7.000000,7.000000,23.000000,10.000000,0.000000,3.000000,72.000000,6.000000,9.000000,
636,626,0,carnivore,21.000000,0.000000,23999.984375,19.000000,23.000000,6.000000,8.000000,7.000000,7.000000,23.000000,10.000000,0.000000,3.000000,72.000000,6.000000,9.000000,
638,610,5,carnivore,21.000000,0.000000,23999.984375,19.000000,23.000000,6.000000,9.000000,7.000000,5.000000,23.000000,10.000000,0.000000,3.000000,72.000000,6.000000,9.000000,
640,610,5,carnivore,21.000000,0.000000,23999.984375,19.000000,23.000000,6.000000,9.000000,7.000000,5.000000,23.000000,10.000000,0.000000,3.000000,72.000000,6.000000,9.000000,
631,599,18,herbivore,15.000000,0.000000,6085.061523,14.000000,5.000000,13.000000,4.000000,6.000000,5.000000,5.000000,10.000000,0.000000,3.750000,39.000000,5.000000,8.000000,
633,599,18,herbivore,15.000000,0.000000,6085.061523,14.000000,5.000000,13.000000,4.000000,6.000000,5.000000,5.000000,10.000000,0.000000,3.750000,39.000000,5.000000,8.000000,
635,619,0,herbivore,15.000000,0.000000,6085.061523,14.000000,5.000000,14.000000,5.000000,6.000000,5.000000,5.000000,10.000000,0.000000,4.000000,39.000000,6.000000,9.000000,
637,619,0,herbivore,15.000000,0.000000,6085.061523,14.000000,5.000000,14.000000,5.000000,6.000000,5.000000,5.000000,10.000000,0.000000,4.000000,39.000000,6.000000,9.000000,
639,607,0,herbivore,15.000000,0.000000,6085.061523,12.000000,5.000000,15.000000,7.000000,8.000000,7.000000,5.000000,10.000000,0.000000,4.000000,28.000000,6.000000,9.000000,
641,607,0,herbivore,15.000000,0.000000,6085.061523,12.000000,5.000000,15.000000,7.000000,8.000000,7.000000,5.000000,10.000000,0.000000,4.000000,28.000000,6.000000,9.000000,
642,636,3,carnivore,21.000000,0.000000,23999.984375,17.000000,22.000000,7.000000,7.000000,5.000000,5.000000,22.000000,10.000000,0.000000,3.000000,57.000000,6.000000,9.000000,
644,636,3,carnivore,21.000000,0.000000,23999.984375,17.000000,22.000000,7.000000,7.000000,5.000000,5.000000,22.000000,10.000000,0.000000,3.000000,57.000000,6.000000,9.000000,
646,626,0,carnivore,21.000000,0.000000,23999.984375,19.000000,20.000000,7.000000,8.000000,8.000000,6.000000,20.000000,10.000000,0.000000,2.750000,72.000000,5.000000,8.000000,
648,626,0,carnivore,21.000000,0.000000,23999.984375,19.000000,20.000000,7.000000,8.000000,8.000000,6.000000,20.000000,10.000000,0.000000,2.750000,72.000000,5.000000,8.000000,
650,610,1,carnivore,15.000000,0.000000,6085.061523,18.000000,23.000000,7.000000,9.000000,6.000000,6.000000,23.000000,10.000000,0.000000,3.250000,64.000000,5.000000,8.000000,
652,610,1,carnivore,15.000000,0.000000,6085.061523,18.000000,23.000000,7.000000,9.000000,6.000000,6.000000,23.000000,10.000000,0.000000,3.250000,64.000000,5.000000,8.000000,
643,599,19,herbivore,15.000000,0.000000,6085.061523,14.000000,5.000000,14.000000,4.000000,6.000000,4.000000,5.000000,10.000000,0.000000,4.000000,39.000000,6.000000,9.000000,
645,599,19,herbivore,15.000000,0.000000,6085.061523,14.000000,5.000000,14.000000,4.000000,6.000000,4.000000,5.000000,10.000000,0.000000,4.000000,39.000000,6.000000,9.000000,
647,619,0,herbivore,15.000000,0.000000,6085.061523,12.000000,5.000000,13.000000,8.000000,7.000000,5.000000,5.000000,10.000000,0.000000,3.250000,28.000000,5.000000,8.000000,
649,619,0,herbivore,15.000000,0.000000,6085.061523,12.000000,5.000000,13.000000,8.000000,7.000000,5.000000,5.000000,10.000000,0.000000,3.250000,28.000000,5.000000,8.000000,
651,607,8,herbivore,15.000000,0.000000,6085.061523,12.000000,5.000000,14.000000,7.000000,8.000000,7.000000,5.000000,10.000000,0.000000,4.250000,28.000000,6.000000,9.000000,
653,607,8,herbivore,15.000000,0.000000,6085.061523,12.000000,5.000000,14.000000,7.000000,8.000000,7.000000,5.000000,10.000000,0.000000,4.250000,28.000000,6.000000,9.000000,
654,636,3,carnivore,21.000000,0.000000,23999.984375,17.000000,22.000000,6.000000,8.000000,7.000000,7.000000,22.000000,10.000000,0.000000,3.000000,57.000000,6.000000,9.000000,
656,636,3,carnivore,21.000000,0.000000,23999.984375,17.000000,22.000000,6.000000,8.000000,7.000000,7.000000,22.000000,10.000000,0.000000,3.000000,57.000000,6.000000,9.000000,
658,626,10,carnivore,9.000000,0.000000,757.724487,20.000000,18.000000,7.000000,7.000000,8.000000,4.000000,18.000000,10.000000,0.000000,2.750000,80.000000,3.000000,6.000000,
660,626,10,carnivore,9.000000,0.000000,757.724487,20.000000,18.000000,7.000000,7.000000,8.000000,4.000000,18.000000,10.000000,0.000000,2.750000,80.000000,3.000000,6.000000,
662,610,13,carnivore,15.000000,0.000000,6085.061523,18.000000,22.000000,6.000000,9.000000,7.000000,7.000000,22.000000,10.000000,0.000000,3.250000,64.000000,5.000000,8.000000,
664,610,13,carnivore,15.000000,0.000000,6085.061523,18.000000,22.000000,6.000000,9.000000,7.000000,7.000000,22.000000,10.000000,0.000000,3.250000,64.000000,5.000000,8.000000,
655,599,7,herbivore,21.000000,0.000000,23999.984375,15.000000,5.000000,14.000000,7.000000,7.000000,7.000000,5.000000,10.000000,0.000000,3.750000,45.000000,6.000000,8.000000,
657,599,7,herbivore,21.000000,0.000000,23999.984375,15.000000,5.000000,14.000000,7.000000,7.000000,7.000000,5.000000,10.000000,0.000000,3.750000,45.000000,6.000000,8.000000,
659,619,0,herbivore,21.000000,0.000000,23999.984375,13.000000,5.000000,12.000000,6.000000,7.000000,4.000000,5.000000,10.000000,0.000000,3.000000,33.000000,6.000000,9.000000,
661,619,0,herbivore,21.000000,0.000000,23999.984375,13.000000,5.000000,12.000000,6.000000,7.000000,4.000000,5.000000,10.000000,0.000000,3.000000,33.000000,6.000000,9.000000,
663,607,19,herbivore,21.000000,0.000000,23999.984375,13.000000,6.000000,13.000000,6.000000,8.000000,7.000000,6.000000,10.000000,0.000000,4.000000,33.000000,7.000000,10.000000,
665,607,19,herbivore,21.000000,0.000000,23999.984375,13.000000,6.000000,13.000000,6.000000,8.000000,7.000000,6.000000,10.000000,0.000000,4.000000,33.000000,7.000000,10.000000,
666,656,0,carnivore,21.000000,0.000000,23999.984375,16.000000,23.000000,5.000000,8.000000,8.000000,6.000000,23.000000,10.000000,0.000000,2.750000,51.000000,5.000000,8.000000,
668,656,0,carnivore,21.000000,0.000000,23999.984375,16.000000,23.000000,5.000000,8.000000,8.000000,6.000000,23.000000,10.000000,0.000000,2.750000,51.000000,5.000000,8.000000,
670,626,3,carnivore,4.000000,6.000000,44.857704,19.000000,17.000000,6.000000,6.000000,7.000000,3.000000,17.000000,10.000000,0.000000,2.250000,72.000000,1.000000,4.000000,
672,626,3,carnivore,4.000000,6.000000,44.857704,19.000000,17.000000,6.000000,6.000000,7.000000,3.000000,17.000000,10.000000,0.000000,2.250000,72.000000,1.000000,4.000000,
674,610,5,carnivore,6.000000,0.000000,144.999954,17.000000,22.000000,5.000000,9.000000,7.000000,7.000000,22.000000,10.000000,0.000000,3.000000,57.000000,3.000000,6.000000,
676,610,5,carnivore,6.000000,0.000000,144.999954,17.000000,22.000000,5.000000,9.000000,7.000000,7.000000,22.000000,10.000000,0.000000,3.000000,57.000000,3.000000,6.000000,
667,599,17,herbivore,21.000000,0.000000,23999.984375,15.000000,5.000000,14.000000,6.000000,5.000000,6.000000,5.000000,10.000000,0.000000,3.750000,45.000000,6.000000,9.000000,
669,599,17,herbivore,21.000000,0.000000,23999.984375,15.000000,5.000000,14.000000,6.000000,5.000000,6.000000,5.000000,10.000000,0.000000,3.750000,45.000000,6.000000,9.000000,
671,619,3,herbivore,21.000000,0.000000,23999.984375,14.000000,7.000000,11.000000,5.000000,6.000000,3.000000,7.000000,10.000000,0.000000,3.750000,39.000000,6.000000,9.000000,
673,619,3,herbivore,21.000000,0.000000,23999.984375,14.000000,7.000000,11.000000,5.000000,6.000000,3.000000,7.000000,10.000000,0.000000,3.750000,39.000000,6.000000,9.000000,
675,607,1,herbivore,21.000000,0.000000,23999.984375,13.000000,5.000000,12.000000,10.000000,10.000000,10.000000,5.000000,10.000000,0.000000,3.500000,33.000000,6.000000,9.000000,
677,607,1,herbivore,21.000000,0.000000,23999.984375,13.000000,5.000000,12.000000,10.000000,10.000000,10.000000,5.000000,10.000000,0.000000,3.500000,33.000000,6.000000,9.000000,
678,666,3,carnivore,21.000000,0.000000,23999.984375,17.000000,21.000000,6.000000,8.000000,8.000000,8.000000,21.000000,10.000000,0.000000,2.500000,57.000000,5.000000,8.000000,
680,666,3,carnivore,21.000000,0.000000,23999.984375,17.000000,21.000000,6.000000,8.000000,8.000000,8.000000,21.000000,10.000000,0.000000,2.500000,57.000000,5.000000,8.000000,
682,626,16,carnivore,6.000000,0.000000,144.999954,19.000000,17.000000,6.000000,6.000000,6.000000,2.000000,17.000000,10.000000,0.000000,2.750000,72.000000,2.000000,5.000000,
684,626,16,carnivore,6.000000,0.000000,144.999954,19.000000,17.000000,6.000000,6.000000,6.000000,2.000000,17.000000,10.000000,0.000000,2.750000,72.000000,2.000000,5.000000,
686,610,3,carnivore,9.000000,0.000000,757.724487,16.000000,23.000000,5.000000,9.000000,7.000000,10.000000,23.000000,10.000000,0.000000,3.000000,51.000000,4.000000,7.000000,
688,610,3,carnivore,9.000000,0.000000,757.724487,16.000000,23.000000,5.000000,9.000000,7.000000,10.000000,23.000000,10.000000,0.000000,3.000000,51.000000,4.000000,7.000000,
679,599,0,herbivore,21.000000,0.000000,23999.984375,16.000000,5.000000,13.000000,8.000000,6.000000,9.000000,5.000000,10.000000,0.000000,3.750000,51.000000,6.000000,9.000000,
681,599,0,herbivore,21.000000,0.000000,23999.984375,16.000000,5.000000,13.000000,8.000000,6.000000,9.000000,5.000000,10.000000,0.000000,3.750000,51.000000,6.000000,9.000000,
683,619,15,herbivore,15.000000,0.000000,6085.061523,13.000000,9.000000,10.000000,7.000000,7.000000,5.000000,9.000000,10.000000,0.000000,3.500000,33.000000,5.000000,9.000000,
685,619,15,herbivore,15.000000,0.000000,6085.061523,13.000000,9.000000,10.000000,7.000000,7.000000,5.000000,9.000000,10.000000,0.000000,3.500000,33.000000,5.000000,9.000000,
687,607,10,herbivore,21.000000,0.000000,23999.984375,13.000000,6.000000,12.000000,10.000000,9.000000,9.000000,6.000000,10.000000,0.000000,3.500000,33.000000,6.000000,9.000000,
689,607,10,herbivore,21.000000,0.000000,23999.984375,13.000000,6.000000,12.000000,10.000000,9.000000,9.000000,6.000000,10.000000,0.000000,3.500000,33.000000,6.000000,9.000000,
690,686,2,carnivore,15.000000,0.000000,6085.061523,16.000000,22.000000,5.000000,10.000000,7.000000,12.000000,22.000000,10.000000,0.000000,2.750000,51.000000,4.000000,7.000000,
692,686,2,carnivore,15.000000,0.000000,6085.061523,16.000000,22.000000,5.000000,10.000000,7.000000,12.000000,22.000000,10.000000,0.000000,2.750000,51.000000,4.000000,7.000000,
694,688,13,carnivore,9.000000,0.000000,757.724487,15.000000,22.000000,8.000000,8.000000,7.000000,6.000000,22.000000,10.000000,0.000000,3.250000,45.000000,4.000000,5.000000,
696,688,13,carnivore,9.000000,0.000000,757.724487,15.000000,22.000000,8.000000,8.000000,7.000000,6.000000,22.000000,10.000000,0.000000,3.250000,45.000000,4.000000,5.000000,
698,610,7,carnivore,15.000000,0.000000,6085.061523,16.000000,23.000000,6.000000,9.000000,7.000000,10.000000,23.000000,10.000000,0.000000,3.000000,51.000000,5.000000,8.000000,
700,610,7,carnivore,15.000000,0.000000,6085.061523,16.000000,23.000000,6.000000,9.000000,7.000000,10.000000,23.000000,10.000000,0.000000,3.000000,51.000000,5.000000,8.000000,
691,599,0,herbivore,15.000000,0.000000,6085.061523,16.000000,5.000000,15.000000,7.000000,5.000000,7.000000,5.000000,10.000000,0.000000,4.000000,51.000000,6.000000,9.000000,
693,599,0,herbivore,15.000000,0.000000,6085.061523,16.000000,5.000000,15.000000,7.000000,5.000000,7.000000,5.000000,10.000000,0.000000,4.000000,51.000000,6.000000,9.000000,
695,679,0,herbivore,21.000000,0.000000,23999.984375,15.000000,6.000000,13.000000,9.000000,5.000000,8.000000,6.000000,10.000000,0.000000,3.750000,45.000000,6.000000,9.000000,
697,679,0,herbivore,21.000000,0.000000,23999.984375,15.000000,6.000000,13.000000,9.000000,5.000000,8.000000,6.000000,10.000000,0.000000,3.750000,45.000000,6.000000,9.000000,
699,607,13,herbivore,21.000000,0.000000,23999.984375,13.000000,7.000000,13.000000,8.000000,7.000000,6.000000,7.000000,10.000000,0.000000,4.750000,33.000000,7.000000,10.000000,
701,607,13,herbivore,21.000000,0.000000,23999.984375,13.000000,7.000000,13.000000,8.000000,7.000000,6.000000,7.000000,10.000000,0.000000,4.750000,33.000000,7.000000,10.000000,
702,700,0,carnivore,15.000000,0.000000,6085.061523,16.000000,25.000000,5.000000,11.000000,8.000000,9.000000,25.000000,10.000000,0.000000,3.250000,51.000000,5.000000,8.000000,
704,700,0,carnivore,15.000000,0.000000,6085.061523,16.000000,25.000000,5.000000,11.000000,8.000000,9.000000,25.000000,10.000000,0.000000,3.250000,51.000000,5.000000,8.000000,
706,692,19,carnivore,21.000000,0.000000,23999.984375,16.000000,21.000000,5.000000,9.000000,6.000000,12.000000,21.000000,10.000000,0.000000,3.000000,51.000000,6.000000,9.000000,
708,692,19,carnivore,21.000000,0.000000,23999.984375,16.000000,21.000000,5.000000,9.000000,6.000000,12.000000,21.000000,10.000000,0.000000,3.000000,51.000000,6.000000,9.000000,
710,610,18,carnivore,15.000000,0.000000,6085.061523,15.000000,22.000000,5.000000,11.000000,7.000000,11.000000,22.000000,10.000000,0.000000,2.500000,45.000000,4.000000,7.000000,
712,610,18,carnivore,15.000000,0.000000,6085.061523,15.000000,22.000000,5.000000,11.000000,7.000000,11.000000,22.000000,10.000000,0.000000,2.500000,45.000000,4.000000,7.000000,
703,693,6,herbivore,21.000000,0.000000,23999.984375,16.000000,5.000000,15.000000,6.000000,5.000000,8.000000,5.000000,10.000000,0.000000,3.750000,51.000000,6.000000,9.000000,
705,693,6,herbivore,21.000000,0.000000,23999.984375,16.000000,5.000000,15.000000,6.000000,5.000000,8.000000,5.000000,10.000000,0.000000,3.750000,51.000000,6.000000,9.000000,
707,679,0,herbivore,21.000000,0.000000,23999.984375,13.000000,5.000000,12.000000,11.000000,7.000000,10.000000,5.000000,10.000000,0.000000,2.750000,33.000000,5.000000,8.000000,
709,679,0,herbivore,21.000000,0.000000,23999.984375,13.000000,5.000000,12.000000,11.000000,7.000000,10.000000,5.000000,10.000000,0.000000,2.750000,33.000000,5.000000,8.000000,
711,607,5,herbivore,21.000000,0.000000,23999.984375,12.000000,5.000000,15.000000,7.000000,7.000000,5.000000,5.000000,10.000000,0.000000,5.000000,28.000000,8.000000,11.000000,
713,607,5,herbivore,21.000000,0.000000,23999.984375,12.000000,5.000000,15.000000,7.000000,7.000000,5.000000,5.000000,10.000000,0.000000,5.000000,28.000000,8.000000,11.000000,
714,706,2,carnivore,15.000000,0.000000,6085.061523,14.000000,23.000000,5.000000,8.000000,5.000000,12.000000,23.000000,10.000000,0.000000,4.000000,39.000000,6.000000,10.000000,
716,706,2,carnivore,15.000000,0.000000,6085.061523,14.000000,23.000000,5.000000,8.000000,5.000000,12.000000,23.000000,10.000000,0.000000,4.000000,39.000000,6.000000,10.000000,
718,692,16,carnivore,21.000000,0.000000,23999.984375,16.000000,22.000000,5.000000,9.000000,5.000000,11.000000,22.000000,10.000000,0.000000,3.250000,51.000000,6.000000,9.000000,
720,692,16,carnivore,21.000000,0.000000,23999.984375,16.000000,22.000000,5.000000,9.000000,5.000000,11.000000,22.000000,10.000000,0.000000,3.250000,51.000000,6.000000,9.000000,
722,708,6,carnivore,21.000000,0.000000,23999.984375,16.000000,21.000000,6.000000,9.000000,6.000000,12.000000,21.000000,10.000000,0.000000,3.500000,51.000000,6.000000,9.000000,
724,708,6,carnivore,21.000000,0.000000,23999.984375,16.000000,21.000000,6.000000,9.000000,6.000000,12.000000,21.000000,10.000000,0.000000,3.500000,51.000000,6.000000,9.000000,
715,693,11,herbivore,15.000000,0.000000,6085.061523,16.000000,5.000000,14.000000,6.000000,5.000000,7.000000,5.000000,10.000000,0.000000,3.750000,51.000000,5.000000,8.000000,
717,693,11,herbivore,15.000000,0.000000,6085.061523,16.000000,5.000000,14.000000,6.000000,5.000000,7.000000,5.000000,10.000000,0.000000,3.750000,51.000000,5.000000,8.000000,
719,705,13,herbivore,21.000000,0.000000,23999.984375,17.000000,5.000000,15.000000,5.000000,5.000000,6.000000,5.000000,10.000000,0.000000,4.000000,57.000000,7.000000,10.000000,
721,705,13,herbivore,21.000000,0.000000,23999.984375,17.000000,5.000000,15.000000,5.000000,5.000000,6.000000,5.000000,10.000000,0.000000,4.000000,57.000000,7.000000,10.000000,
723,709,17,herbivore,21.000000,0.000000,23999.984375,13.000000,5.000000,12.000000,9.000000,8.000000,10.000000,5.000000,10.000000,0.000000,2.750000,33.000000,5.000000,8.000000,
725,709,17,herbivore,21.000000,0.000000,23999.984375,13.000000,5.000000,12.000000,9.000000,8.000000,10.000000,5.000000,10.000000,0.000000,2.750000,33.000000,5.000000,8.000000,
726,718,2,carnivore,21.000000,0.000000,23999.984375,17.000000,23.000000,5.000000,9.000000,5.000000,12.000000,23.000000,10.000000,0.000000,3.500000,57.000000,6.000000,9.000000,
728,718,2,carnivore,21.000000,0.000000,23999.984375,17.000000,23.000000,5.000000,9.000000,5.000000,12.000000,23.000000,10.000000,0.000000,3.500000,57.000000,6.000000,9.000000,
730,692,1,carnivore,21.000000,0.000000,23999.984375,16.000000,22.000000,6.000000,9.000000,5.000000,10.000000,22.000000,10.000000,0.000000,3.500000,51.000000,6.000000,9.000000,
732,692,1,carnivore,21.000000,0.000000,23999.984375,16.000000,22.000000,6.000000,9.000000,5.000000,10.000000,22.000000,10.000000,0.000000,3.500000,51.000000,6.000000,9.000000,
734,716,9,carnivore,15.000000,0.000000,6085.061523,14.000000,22.000000,5.000000,10.000000,6.000000,12.000000,22.000000,10.000000,0.000000,3.500000,39.000000,5.000000,6.000000,
736,716,9,carnivore,15.000000,0.000000,6085.061523,14.000000,22.000000,5.000000,10.000000,6.000000,12.000000,22.000000,10.000000,0.000000,3.500000,39.000000,5.000000,6.000000,
727,715,11,herbivore,9.000000,0.000000,757.724487,16.000000,5.000000,12.000000,6.000000,5.000000,8.000000,5.000000,10.000000,0.000000,4.000000,51.000000,5.000000,8.000000,
729,715,11,herbivore,9.000000,0.000000,757.724487,16.000000,5.000000,12.000000,6.000000,5.000000,8.000000,5.000000,10.000000,0.000000,4.000000,51.000000,5.000000,8.000000,
731,719,1,herbivore,15.000000,0.000000,6085.061523,16.000000,5.000000,16.000000,5.000000,5.000000,5.000000,5.000000,10.000000,0.000000,4.000000,51.000000,6.000000,9.000000,
733,719,1,herbivore,15.000000,0.000000,6085.061523,16.000000,5.000000,16.000000,5.000000,5.000000,5.000000,5.000000,10.000000,0.000000,4.000000,51.000000,6.000000,9.000000,
735,721,8,herbivore,21.000000,0.000000,23999.984375,18.000000,5.000000,15.000000,5.000000,5.000000,5.000000,5.000000,10.000000,0.000000,4.250000,64.000000,7.000000,9.000000,
737,721,8,herbivore,21.000000,0.000000,23999.984375,18.000000,5.000000,15.000000,5.000000,5.000000,5.000000,5.000000,10.000000,0.000000,4.250000,64.000000,7.000000,9.000000,
738,730,2,carnivore,21.000000,0.000000,23999.984375,17.000000,22.000000,6.000000,9.000000,5.000000,7.000000,22.000000,10.000000,0.000000,3.250000,57.000000,6.000000,9.000000,
740,730,2,carnivore,21.000000,0.000000,23999.984375,17.000000,22.000000,6.000000,9.000000,5.000000,7.000000,22.000000,10.000000,0.000000,3.250000,57.000000,6.000000,9.000000,
742,728,2,carnivore,21.000000,0.000000,23999.984375,17.000000,21.000000,5.000000,8.000000,5.000000,15.000000,21.000000,10.000000,0.000000,2.500000,57.000000,5.000000,8.000000,
744,728,2,carnivore,21.000000,0.000000,23999.984375,17.000000,21.000000,5.000000,8.000000,5.000000,15.000000,21.000000,10.000000,0.000000,2.500000,57.000000,5.000000,8.000000,
746,716,11,carnivore,15.000000,0.000000,6085.061523,13.000000,23.000000,5.000000,10.000000,5.000000,10.000000,23.000000,10.000000,0.000000,3.750000,33.000000,5.000000,7.000000,
748,716,11,carnivore,15.000000,0.000000,6085.061523,13.000000,23.000000,5.000000,10.000000,5.000000,10.000000,23.000000,10.000000,0.000000,3.750000,33.000000,5.000000,7.000000,
739,729,17,herbivore,6.000000,0.000000,144.999954,16.000000,5.000000,9.000000,9.000000,7.000000,11.000000,5.000000,10.000000,0.000000,3.250000,51.000000,3.000000,6.000000,
741,729,17,herbivore,6.000000,0.000000,144.999954,16.000000,5.000000,9.000000,9.000000,7.000000,11.000000,5.000000,10.000000,0.000000,3.250000,51.000000,3.000000,6.000000,
743,735,2,herbivore,21.000000,0.000000,23999.984375,18.000000,5.000000,15.000000,5.000000,5.000000,6.000000,5.000000,10.000000,0.000000,4.250000,64.000000,7.000000,10.000000,
745,735,2,herbivore,21.000000,0.000000,23999.984375,18.000000,5.000000,15.000000,5.000000,5.000000,6.000000,5.000000,10.000000,0.000000,4.250000,64.000000,7.000000,10.000000,
747,721,1,herbivore,21.000000,0.000000,23999.984375,17.000000,5.000000,15.000000,5.000000,5.000000,7.000000,5.000000,10.000000,0.000000,4.500000,57.000000,7.000000,9.000000,
749,721,1,herbivore,21.000000,0.000000,23999.984375,17.000000,5.000000,15.000000,5.000000,5.000000,7.000000,5.000000,10.000000,0.000000,4.500000,57.000000,7.000000,9.000000,
750,742,16,carnivore,21.000000,0.000000,23999.984375,17.000000,22.000000,5.000000,7.000000,5.000000,17.000000,22.000000,10.000000,0.000000,2.500000,57.000000,5.000000,6.000000,
752,742,16,carnivore,21.000000,0.000000,23999.984375,17.000000,22.000000,5.000000,7.000000,5.000000,17.000000,22.000000,10.000000,0.000000,2.500000,57.000000,5.000000,6.000000,
754,746,1,carnivore,15.000000,0.000000,6085.061523,15.000000,20.000000,5.000000,9.000000,5.000000,7.000000,20.000000,10.000000,0.000000,3.000000,45.000000,5.000000,8.000000,
756,746,1,carnivore,15.000000,0.000000,6085.061523,15.000000,20.000000,5.000000,9.000000,5.000000,7.000000,20.000000,10.000000,0.000000,3.000000,45.000000,5.000000,8.000000,
758,744,2,carnivore,15.000000,0.000000,6085.061523,16.000000,20.000000,6.000000,7.000000,5.000000,13.000000,20.000000,10.000000,0.000000,3.000000,51.000000,5.000000,7.000000,
760,744,2,carnivore,15.000000,0.000000,6085.061523,16.000000,20.000000,6.000000,7.000000,5.000000,13.000000,20.000000,10.000000,0.000000,3.000000,51.000000,5.000000,7.000000,
751,729,1,herbivore,6.000000,0.000000,144.999954,17.000000,6.000000,9.000000,6.000000,6.000000,9.000000,6.000000,10.000000,0.000000,3.250000,57.000000,3.000000,6.000000,
753,729,1,herbivore,6.000000,0.000000,144.999954,17.000000,6.000000,9.000000,6.000000,6.000000,9.000000,6.000000,10.000000,0.000000,3.250000,57.000000,3.000000,6.000000,
755,745,1,herbivore,21.000000,0.000000,23999.984375,20.000000,5.000000,14.000000,5.000000,5.000000,7.000000,5.000000,10.000000,0.000000,4.000000,80.000000,7.000000,10.000000,
